state,state_fips,year,employment_rate,dis_type_hearing_18_64_prevalence,dis_type_vision_18_64_prevalence,dis_type_cognitive_18_64_prevalence,dis_type_ambulatory_18_64_prevalence,dis_type_self_care_18_64_prevalence,dis_type_indep_living_18_64_prevalence
Alabama,1,2015,0.04139429834736684,0.02571270657914489,0.028571038661517258,0.0628891057221229,0.08237202669323253,0.026656044870832594,0.05455668217858264
Alaska,2,2015,0.043648909707074704,0.032167305870538794,0.019167364941290236,0.040209679289575764,0.04516724679978735,0.01812596947136053,0.03720582218828693
Arizona,4,2015,0.03586306265865813,0.02118272356674751,0.018805513124255713,0.04370309768806891,0.051396842844095576,0.01710564483524103,0.034813482916398845
Arkansas,5,2015,0.04625257831864921,0.030455563115023846,0.029224449707653196,0.06038878402258065,0.08330420380326513,0.026184747721218177,0.05369609687032329
California,6,2015,0.027907621390298835,0.01498074726530928,0.015707808787154803,0.03526812755402444,0.03936986201985281,0.01611260431776719,0.031113718139375215
Colorado,8,2015,0.03419116635513362,0.020124176115591735,0.01567129273237214,0.03558647925119671,0.03652722513916541,0.012353509708064364,0.02754301409830941
Connecticut,9,2015,0.030240745302667234,0.016335296620607797,0.01398248717891295,0.039890712830045014,0.03809911987996327,0.014334535193604014,0.029808523503460013
Delaware,10,2015,0.03258031618309321,0.014901468768946628,0.018844119842574322,0.04349357435489467,0.047047217189257765,0.018130938070589225,0.033149810227061656
District of Columbia,11,2015,0.03026895802721523,0.010947848122830554,0.02374198769139036,0.04144466449455908,0.05020549841350966,0.012319257224387231,0.026925615962861218
Florida,12,2015,0.03079740080797872,0.017039774237755885,0.018817941361775555,0.04182892709297911,0.0507419512224826,0.01772853559925283,0.035965822021294794
Georgia,13,2015,0.03324609899754062,0.018606527417898835,0.022443495142153914,0.043817026620222695,0.05390877296656539,0.01892598160212509,0.03665696792251493
Hawaii,15,2015,0.030848134205805816,0.01575912444763661,0.012273806215343823,0.030775949499579524,0.03621386403529351,0.013882322085753025,0.025889044888059567
Idaho,16,2015,0.04691107749725804,0.027929993086635376,0.02131291551660507,0.057379886787156734,0.05130028433161279,0.02226311330120958,0.04217464302607846
Illinois,17,2015,0.029305867116696867,0.015292809254719783,0.014866476758345116,0.033989995950281064,0.04221583833391321,0.01595310317409758,0.032085007156430104
Indiana,18,2015,0.042351880493229424,0.024252522309142578,0.02081082494639081,0.050425511248589724,0.06189376788529502,0.020794138230759842,0.042105813701536925
Iowa,19,2015,0.044442277161079076,0.022528910583040084,0.014758666779649635,0.04128887986446307,0.04326661475845361,0.015212197470780313,0.030386023367222896
Kansas,20,2015,0.0458986612407116,0.024260190631527113,0.01841816318351054,0.04619331472994834,0.0528926214242088,0.017750552620298957,0.03648019006310109
Kentucky,21,2015,0.04307824767839938,0.031579359325817985,0.02994347650258763,0.06860942505558237,0.08765596143058679,0.029111557965005003,0.05682279426975108
Louisiana,22,2015,0.04354554127222664,0.024769823569513443,0.02646971342232319,0.05719854607126917,0.06618651425443611,0.024148007760998676,0.046305779519145655
Maine,23,2015,0.041720473318843314,0.030414337767736593,0.01744683249325528,0.06960722573309777,0.06287598291582638,0.022802176933425143,0.05086535799086982
Maryland,24,2015,0.03519137901751505,0.015610686359338662,0.014957265528774723,0.037570226691291425,0.04292597728941354,0.014778330393429951,0.029153321199266606
Massachusetts,25,2015,0.0318787128009487,0.015817949989800014,0.014408203238258983,0.04426054947779071,0.040982229844167765,0.015960957731393572,0.03435166088821438
Michigan,26,2015,0.03858904224399868,0.022245062383883876,0.01880268191505425,0.057754469981918695,0.06274004330226804,0.024059450137927388,0.04914670755062922
Minnesota,27,2015,0.04183121932035707,0.019989741864564183,0.012318942725015635,0.04051785815817903,0.03577583960351004,0.013761715122339518,0.030250542520326745
Mississippi,28,2015,0.04022547784635614,0.027987942337034912,0.03059355684141557,0.05843996937091974,0.08285752628450987,0.029106648066680275,0.054627686387990156
Missouri,29,2015,0.04459877759204118,0.025207494985248165,0.022531142992611948,0.05546532289221603,0.0645907125459998,0.0207837163503131,0.04411863742710308
Montana,30,2015,0.04685181979521742,0.028381266390452325,0.01734293881922413,0.05145125776751726,0.05392974491966757,0.02238565713074667,0.03862848415919912
Nebraska,31,2015,0.04377270568129649,0.023020807625659112,0.01629545890796896,0.03763116995238386,0.03993015473697898,0.014503329945448867,0.027437441342274518
Nevada,32,2015,0.04719157092883114,0.031843960976689706,0.03506879456736965,0.04895534593823455,0.06004685327402501,0.02723657175904224,0.041254149643574
New Hampshire,33,2015,0.04208250739922018,0.02299852431783887,0.014521378365619578,0.05174876065291504,0.047202803439373955,0.017970978647200188,0.039415339722010494
New Jersey,34,2015,0.029303876269961292,0.01244237025586688,0.01388588257200184,0.031250348902833396,0.03651819643076453,0.013769911772152674,0.027256019226662046
New Mexico,35,2015,0.039257949002750724,0.02935110497845824,0.025756326540930973,0.055301523458620494,0.06499388773493892,0.026821385669653888,0.04981067880801453
New York,36,2015,0.029034275470256606,0.014806801896152574,0.015503742440129932,0.03651402822180575,0.04475753936003569,0.01585778086567723,0.031444204377353846
North Carolina,37,2015,0.038476635192232336,0.02210987468704553,0.024404464243260923,0.050741499197426515,0.06189079426082081,0.022852111694618742,0.04399807841446239
North Dakota,38,2015,0.0396983421637327,0.022511109212100495,0.011871902238933515,0.0317467099641087,0.03314177063749786,0.009536831310887027,0.023483165270893863
Ohio,39,2015,0.0423320415114699,0.02226856183080157,0.02081038294903017,0.05305156542380089,0.05966666993135218,0.021222017209434826,0.043866443702840374
Oklahoma,40,2015,0.048260542624268564,0.03267414021106857,0.03144247474005376,0.0542373613836141,0.07221189832061332,0.023205009637242105,0.04686119778386648
Oregon,41,2015,0.04883049444326667,0.028736456797577237,0.020846113107957892,0.06363461223779127,0.05622106665742358,0.020639755853573406,0.04409515971326015
Pennsylvania,42,2015,0.040494275382474236,0.020318113809341377,0.01904771169539226,0.051217493225908725,0.05380220152686334,0.018925599492197555,0.041100484391206026
Rhode Island,44,2015,0.03973615171276516,0.020002998275991304,0.013328835919346376,0.05653998950603403,0.051063638407915446,0.02147515178772206,0.043938235514579115
South Carolina,45,2015,0.036196775679034156,0.021174518150632364,0.0255004327616387,0.05369477694311337,0.06968738715097851,0.025524597980944874,0.04849959514748782
South Dakota,46,2015,0.05234449609085542,0.025204373169755545,0.015266071478104432,0.03927174597891083,0.039438176868483936,0.012733944372456481,0.028289288587199878
Tennessee,47,2015,0.04161717989767161,0.026188510174214173,0.027431456831563925,0.05729877047109247,0.07432910628575526,0.023954541958100276,0.04871190846455884
Texas,48,2015,0.03760815846305585,0.021550016008133922,0.021759775692814808,0.03838097941923703,0.04803142577091637,0.01755899881354303,0.032333008568028745
Utah,49,2015,0.040498578837536894,0.018686181385388766,0.015298830982934672,0.04085130931276725,0.03463301238652888,0.013676270796875035,0.029492250170107117
Vermont,50,2015,0.04970090591485213,0.028909042898927526,0.018214779005524862,0.05817862365940851,0.04721522586935327,0.02010633327916802,0.04148470506987325
Virginia,51,2015,0.0349007803890315,0.01826868923513537,0.01628825165700442,0.03988323873039262,0.04611676633466512,0.016477412082773174,0.03324976637421153
Washington,53,2015,0.040070844277943975,0.02387188212319328,0.01928353498893396,0.04985224634872474,0.04870386456707313,0.01665209887659479,0.03542506679374915
West Virginia,54,2015,0.04283338366333287,0.03963960715557378,0.031482541499713794,0.0728916612956294,0.09145576894473766,0.0303296089133678,0.061164921642951474
Wisconsin,55,2015,0.04095531383990676,0.02053634025815578,0.014564214702396288,0.043004847102329886,0.0463465450502796,0.017708510384971184,0.03312398700538784
Wyoming,56,2015,0.06021276595744681,0.03198208286674132,0.019588465845464725,0.036791713325867864,0.044526875699888016,0.01162094064949608,0.02156494960806271
Puerto Rico,72,2015,0.03674199845756855,0.025889037692032955,0.04778620924760806,0.0822972761693385,0.09123964919008005,0.03583069209080742,0.07064775905174413
Alabama,1,2016,0.03963678969352419,0.025391382449376228,0.026992955338399446,0.062259391826741235,0.07767063733975287,0.023580328344691072,0.051480351038489434
Alaska,2,2016,0.052692132708056276,0.039266466018058374,0.016533824455798977,0.04277052565269126,0.04506281934625884,0.016706621404073634,0.032494575488206064
Arizona,4,2016,0.037271518879926864,0.021881910179588793,0.01917488507035763,0.0447650182784896,0.053493848740078766,0.017220059140297783,0.037294560554387644
Arkansas,5,2016,0.04861804956540936,0.029644680332924424,0.030288202212668335,0.06291891510518254,0.08123112392717904,0.026688803971059154,0.05145330113637657
California,6,2016,0.028724433780039887,0.01534186034556207,0.015882957359590645,0.03551352316861173,0.03887765673722266,0.016320541941812997,0.03130872457949149
Colorado,8,2016,0.03803273649782679,0.020115827416686938,0.01774791706507377,0.038926227618668506,0.03945053618133508,0.012958943317477935,0.028906012129293626
Connecticut,9,2016,0.03369435121857065,0.015257274850119552,0.01373389241799305,0.039375692805287556,0.03796505330034625,0.012612776750063361,0.02922522158494909
Delaware,10,2016,0.03548660242548933,0.014552236194794925,0.018215662810796437,0.04248805100105669,0.052195956584720676,0.020278308455622503,0.0335446714112765
District of Columbia,11,2016,0.03226990913273037,0.01497009778888237,0.01769442767969815,0.039590358699918546,0.04910968645938406,0.013824233241467213,0.028021980340931632
Florida,12,2016,0.03334201724456695,0.01794405847452516,0.021040935660951103,0.04428036740689183,0.0517425165941799,0.01860515623295556,0.03747379584470728
Georgia,13,2016,0.03764656495801586,0.020946160019184746,0.023595679230904245,0.04595300659961023,0.05780487094613615,0.01833037642745831,0.038780368224292226
Hawaii,15,2016,0.031661330914726074,0.017123258873065164,0.013325965390691166,0.03188957696396716,0.03804140863851232,0.012313273709058365,0.028715755584520112
Idaho,16,2016,0.05138474132722201,0.029647015858588862,0.022923606102976703,0.055382472150783284,0.048991437244243194,0.01990761210213756,0.03901711422718231
Illinois,17,2016,0.030760780805854586,0.015509561786556167,0.015568224219729455,0.03474653204292874,0.042903904472725456,0.015766257444459156,0.03214131184658063
Indiana,18,2016,0.04380411073626443,0.023896579947953286,0.02120357838015781,0.05318265978738226,0.060066773051301654,0.021136140945238056,0.04324163257537819
Iowa,19,2016,0.04288384469964617,0.020229788209822394,0.014939166651112811,0.040627024778624204,0.04043931196855811,0.014213379337192467,0.03084942712930053
Kansas,20,2016,0.049035348724069526,0.02375824389414994,0.01886646419067117,0.046058730453394536,0.05117630251054328,0.017231215443731438,0.03678727741558538
Kentucky,21,2016,0.0499905376093634,0.03265887204570913,0.03272046157056274,0.07463045351913214,0.08821374327321076,0.02836664206818371,0.05877619001226938
Louisiana,22,2016,0.042897404600706845,0.025447884548877926,0.03087225518119998,0.058816489944256846,0.06790115322190876,0.025746349590892757,0.047003257827851204
Maine,23,2016,0.044722747748301844,0.026744835424913464,0.01906655087324803,0.06296021118357767,0.06027244256047787,0.0194897052926285,0.05188685047641775
Maryland,24,2016,0.03694939445413817,0.015160813441790806,0.015609256465882057,0.03868002448300081,0.044155382149227006,0.014920067516334987,0.030295026608335936
Massachusetts,25,2016,0.0348340764288499,0.01637823831561111,0.014847497006730175,0.04566233696564526,0.03834622593649227,0.01506022842729973,0.033693419800948136
Michigan,26,2016,0.04197192498145924,0.022261784645972966,0.01909789092454942,0.05704646263413791,0.06309766516789331,0.024123286898093642,0.04837925533968951
Minnesota,27,2016,0.04297821110157883,0.02022535418216979,0.011995269671389095,0.0423756629806758,0.036481118973926314,0.015406154167002403,0.03238207357130331
Mississippi,28,2016,0.043065619056244904,0.025723439905805633,0.030113327597137942,0.060599696585454214,0.07887702653745132,0.026902567702200886,0.056952495244995925
Missouri,29,2016,0.04495898634995212,0.02546799030103685,0.02248838954837629,0.05659544275744873,0.06559829890391206,0.02026238005635647,0.044979790176980346
Montana,30,2016,0.053863994984148164,0.032374164494796374,0.016973629706994953,0.052477866264366985,0.051829931676748334,0.019886111796116584,0.043508324025317804
Nebraska,31,2016,0.047113822251634796,0.026983780574328653,0.016464170504978393,0.041557142617320686,0.04036345933127229,0.011978359962219173,0.030297113159585116
Nevada,32,2016,0.04657461465007788,0.030542807759515084,0.030066753617704525,0.045776540297452914,0.05801721496607068,0.02548312798266337,0.040936749538037734
New Hampshire,33,2016,0.04379101869981969,0.024209300690383375,0.015877745057496194,0.044363060854559475,0.046176911186880214,0.015983811207020863,0.03623052822134218
New Jersey,34,2016,0.028881746555185446,0.012606070171196406,0.014393724946227373,0.03252058418320991,0.038197388072938196,0.014256895239846547,0.029744352878744988
New Mexico,35,2016,0.04020813468463598,0.028824949948719966,0.026008643880637117,0.05828147987954926,0.0639034428071969,0.024731558028356384,0.04608895529626098
New York,36,2016,0.02963708885553744,0.014414488089249835,0.01642444658596992,0.037654905401217055,0.04408480473150779,0.01658687562105516,0.03258557102717654
North Carolina,37,2016,0.04059984094336678,0.022678602321601304,0.024356483642937733,0.0486034977472407,0.05968321600653168,0.021297852605130667,0.04195159426418714
North Dakota,38,2016,0.05024425188151626,0.02242068286957122,0.01805565145342816,0.03999948215148795,0.036801767589587794,0.014150210591728232,0.02758837947938963
Ohio,39,2016,0.043449231196245934,0.022437180709988992,0.020625632453187423,0.054408998410727605,0.06007803022552736,0.0207352030532724,0.04346205480353806
Oklahoma,40,2016,0.05333849014709006,0.033208355419575286,0.03144116829457378,0.05909242380030699,0.0737500625896759,0.02419716870205415,0.047013911310860905
Oregon,41,2016,0.04739384470678262,0.02615122794990953,0.02101544004527592,0.054638789028560494,0.05241126158800507,0.019141830008050822,0.04132344383952556
Pennsylvania,42,2016,0.041602690535649724,0.020315911497433878,0.019137129572090066,0.05377404492546089,0.05698732571409456,0.020810222800334,0.04342966099405205
Rhode Island,44,2016,0.03460530507486371,0.017951060594221278,0.01855513947910969,0.060068281951565494,0.05744910409992246,0.026166232891945015,0.04910019294459905
South Carolina,45,2016,0.043966044441733965,0.023973193336958604,0.029003508379623278,0.05222555950269439,0.06801377602274095,0.024077208068426108,0.04539412943566079
South Dakota,46,2016,0.05213311442033276,0.028624393219506494,0.016828441789673194,0.03747135679188147,0.043521832214672054,0.013966596622428547,0.030854453882701978
Tennessee,47,2016,0.04327244617001503,0.02646004489296044,0.027573807228287776,0.0595507974146221,0.0716763636950207,0.024700558494237,0.05151498231207432
Texas,48,2016,0.038244210079112995,0.020667502855487657,0.022318547332583587,0.03903132074712226,0.047091873055636876,0.017390586244276335,0.03267690710034023
Utah,49,2016,0.04177310099919769,0.019075490715350456,0.01676019478879629,0.04254635620246771,0.03435230937359624,0.012310625107551753,0.028323824082206413
Vermont,50,2016,0.05265212010414366,0.027833267430455347,0.018425417627393685,0.06339257745299927,0.05170722689248245,0.019395987285023956,0.04420456938032465
Virginia,51,2016,0.037715562578009225,0.019016721438688836,0.018290972666968965,0.0400570080919235,0.046148934711437925,0.016493351782856592,0.03444073324389054
Washington,53,2016,0.04308740924145242,0.022945548428867712,0.019085086249524194,0.04906875771514356,0.04896448099095349,0.0174931430827846,0.038731354699167206
West Virginia,54,2016,0.04890035585884388,0.03836752045913487,0.03824291489073191,0.07767782863802448,0.09837884490638091,0.030164625945078263,0.06322724757294007
Wisconsin,55,2016,0.04080206261543589,0.02045440222022996,0.015897434732767866,0.0430186588116796,0.04273959707232156,0.01753376419935966,0.034776259482563326
Wyoming,56,2016,0.05274978026869999,0.033402011254808406,0.021505130868537902,0.043846382138413596,0.04786717956327691,0.017141895054048194,0.03550800735101076
Puerto Rico,72,2016,0.03846944079099878,0.02277586497190168,0.048862036402146355,0.07546600750101876,0.08634907310931136,0.03233636969237039,0.06474545583207869
Alabama,1,2017,0.03839074811413117,0.02367183877736279,0.027192218634333864,0.06114522517854628,0.07895890240086959,0.02574986695342359,0.05271625765767433
Alaska,2,2017,0.05294057495487325,0.03493210979806333,0.025346564586834548,0.04745867456273731,0.051264438338624055,0.01957789811579125,0.03561456860600564
Arizona,4,2017,0.038198506826105504,0.020753688914279454,0.01960695601475957,0.043897933190641836,0.049764392732907343,0.016756386879164826,0.03706620285409077
Arkansas,5,2017,0.04988380115472602,0.03120063818584553,0.03319042993572752,0.07098172137695631,0.0831241602817822,0.02980489033733977,0.056585660336250405
California,6,2017,0.029337705971728564,0.015153358408128892,0.015608873198799455,0.034213621189297355,0.03680765248584297,0.015013487759203895,0.030231820962967133
Colorado,8,2017,0.040538495276836575,0.020650482473068228,0.017021527394119,0.039229565169126644,0.03737531904277298,0.012721370122232614,0.02807490570696388
Connecticut,9,2017,0.034337692178220636,0.014582779622103085,0.014775911090935592,0.03968716311983131,0.03644769859939073,0.013953297381399003,0.02876711277930172
Delaware,10,2017,0.03409146320225698,0.016556372122183135,0.01847201421058131,0.041259447598481415,0.04424610776357494,0.016455365539340322,0.03467834627842987
District of Columbia,11,2017,0.04968281333690412,0.016568609400107123,0.03655597214783075,0.03612496652383503,0.051385913229780394,0.015727520755222282,0.027176369175147295
Florida,12,2017,0.03473355381161286,0.018189255480239568,0.020276244217631235,0.04414246560601234,0.0509290077821059,0.019310581442112052,0.036652643474499556
Georgia,13,2017,0.035847122745191674,0.01958752410964584,0.021513464436955027,0.04287529489191674,0.0513663259935565,0.017217063416036772,0.03600111617711227
Hawaii,15,2017,0.03122509546230156,0.015423089898352817,0.015434090675741086,0.029658095838772606,0.03012135079767859,0.011255017576797649,0.02445717275131887
Idaho,16,2017,0.055280845973607086,0.03143024148397501,0.02574199253706567,0.060962052518212156,0.05305947107534465,0.02262824466110451,0.04653720048411485
Illinois,17,2017,0.03357342996326425,0.016303624794772688,0.016733703766191994,0.03560340270836339,0.041816801395010525,0.01601932666581373,0.03245739096128193
Indiana,18,2017,0.045964254983016144,0.022912686042617852,0.022147957411571863,0.05246881181317482,0.05807923206983142,0.01926009076508519,0.042355045027231766
Iowa,19,2017,0.04149646901588796,0.01876697639836952,0.013536284190980045,0.0407780494535261,0.039774610540271794,0.014142083747652193,0.03153413533722219
Kansas,20,2017,0.05189412477568808,0.026166421962758396,0.020363443566617727,0.0468788599128388,0.05287876669230231,0.017947283786618192,0.03623482253140367
Kentucky,21,2017,0.048609482428746006,0.03497455889047362,0.03221705158431363,0.07055994380250981,0.0865038869556663,0.028848344205138793,0.05828245298453783
Louisiana,22,2017,0.04385653529689126,0.025607257671578065,0.02983444098047774,0.05439607402807851,0.061997496935515525,0.020768071163960733,0.043050063792039024
Maine,23,2017,0.048778133974074246,0.025558287172850337,0.01858874504937326,0.07411989889029251,0.060594062835996144,0.022827632199210374,0.052887107769932114
Maryland,24,2017,0.03798972320013411,0.015163755870706943,0.01504486225612416,0.03878556063828733,0.04198096041940526,0.015173663671922175,0.031063366815453276
Massachusetts,25,2017,0.03442229649602632,0.016612226560100703,0.014180422771768625,0.04431330356093278,0.03675656128083434,0.015066555416991893,0.03425712431553039
Michigan,26,2017,0.0406650680069069,0.021434571947782692,0.019342318554374637,0.05456425730207501,0.05949501820047379,0.02211607802666496,0.044521705291400836
Minnesota,27,2017,0.04292116189417904,0.01948254336540654,0.013314966507842332,0.0432941152903233,0.0346770064509743,0.01570558010161065,0.03349304144378332
Mississippi,28,2017,0.04164369815017399,0.025405028099811076,0.03502648988162183,0.06325145448308465,0.08199660833943456,0.029451469160180016,0.05779419185239165
Missouri,29,2017,0.04727384381683269,0.025587194685928565,0.020635985118931655,0.05678744317935485,0.06275529159836482,0.020301495844814537,0.046024791170580746
Montana,30,2017,0.05130631484581597,0.028508863533396097,0.016811312933978965,0.047662578441547594,0.04671629945472481,0.014157233330869903,0.03587827221345741
Nebraska,31,2017,0.048769471337557185,0.021941023374409653,0.016924171400598008,0.04192390726307745,0.04302007797339607,0.013678801731333401,0.029926781079301128
Nevada,32,2017,0.0405388963607725,0.02312593649739288,0.023633439985794286,0.03992397312752587,0.04830819382468002,0.01592936165268566,0.033764875716451336
New Hampshire,33,2017,0.04294623891487193,0.021798767419486966,0.013591486240629435,0.04706476286636884,0.039946943790899477,0.013711743806140042,0.03601654553594391
New Jersey,34,2017,0.02913367798701307,0.012174504838800037,0.014426420750699885,0.033096012392112586,0.03640948661685347,0.014763820838931898,0.030186769773347482
New Mexico,35,2017,0.046700222339099075,0.03078257792108846,0.029634017062928356,0.06102446385474064,0.06514437295294832,0.024480239346319772,0.04503308871117053
New York,36,2017,0.03056474991494803,0.014177102638732304,0.016351513295933588,0.03700385746370753,0.04258365379388242,0.016120675234399032,0.032867807220698445
North Carolina,37,2017,0.0376579633312101,0.0211177287788988,0.02139037000778305,0.047070554084273956,0.05699964310842696,0.020054816087643645,0.04003330556791281
North Dakota,38,2017,0.045820980118590864,0.02111091733519358,0.01569584931984653,0.03329264039065225,0.03764823857690966,0.012462940355772584,0.02360045343564702
Ohio,39,2017,0.044131701487194086,0.02207575548986595,0.020079699716595994,0.05441539337234236,0.05667951860937932,0.019751631717876344,0.043376945570070165
Oklahoma,40,2017,0.05530589044485945,0.03331884317385634,0.03294308141114795,0.06055051915366489,0.07590430947166682,0.024720963302334795,0.04813911246545224
Oregon,41,2017,0.04303750599020567,0.02628190401302332,0.018335358358379697,0.05341171325013757,0.049441400985749034,0.017488637359462076,0.038252446806578924
Pennsylvania,42,2017,0.042555151933739085,0.021055353830679895,0.01948947496858628,0.05273491312366249,0.05324117179977863,0.01996631050471912,0.04230970100282578
Rhode Island,44,2017,0.046130932313229435,0.02157831410149794,0.016720533786446463,0.05833082353011689,0.048372523723259356,0.02031816812834609,0.04231453303425469
South Carolina,45,2017,0.0411945061466837,0.020995312195437803,0.026160854802189947,0.05115856508157612,0.06661694701905216,0.02161496259452017,0.0444658710852068
South Dakota,46,2017,0.05042862045911292,0.02385831817307101,0.016819459626750043,0.04028893443029487,0.03664451978835811,0.011197101926560184,0.03036549292840719
Tennessee,47,2017,0.04403583486801719,0.02725637877571579,0.0273628720624577,0.05718295989359525,0.06631506666037053,0.02243147046323842,0.046312774472304856
Texas,48,2017,0.037868124251595865,0.019646481499771204,0.020670009075815492,0.03795823956062066,0.045574677948807256,0.01691976289505073,0.03220582056066683
Utah,49,2017,0.04100558414060186,0.018604293973735888,0.014059637305131047,0.03707858388827331,0.031398448727934965,0.011108490307292294,0.026561968601551272
Vermont,50,2017,0.0575525787872905,0.027176600012942472,0.015362712741862421,0.057824370672361354,0.0468595094803598,0.01639293341098816,0.035633210379861516
Virginia,51,2017,0.039648949745646304,0.018016598698500103,0.019872554102731813,0.04024901738680935,0.04452175541444976,0.01659092811951156,0.03349849924811855
Washington,53,2017,0.04278453709925983,0.0228565484167035,0.017149105037939157,0.04785552789791125,0.04541374465434699,0.016124416383957358,0.03627691920080869
West Virginia,54,2017,0.045846989086890194,0.04290787643053434,0.03831003817864475,0.07590719709853483,0.09143025944145677,0.030306221246038396,0.06126381844223302
Wisconsin,55,2017,0.04045712556935262,0.02081870766375134,0.013998845016382171,0.043990886377420324,0.04247848906987992,0.016766028809761233,0.03381980833868601
